ticket_id,org_id,type,title,priority,status,owner_team,created_at,due_at,sla_days,related_finding_id,related_alert_id,notes
TCK-6RU0CX8U,ORG-EMBER,risk_acceptance,Review public exposure and confirm intended access,P1,blocked,Data,2025-09-26T10:07:46Z,2025-10-26T10:07:46Z,30,FND-8S6YDZLW,,Proceed via change management; schedule maintenance window if needed.
TCK-8H2XYLQB,ORG-ORION,investigation,Harden TLS policy for internet-facing services,P2,ready_for_retest,Platform,2025-12-05T19:14:01Z,2026-01-04T19:14:01Z,30,FND-O90PGPV5,,Proceed via change management; schedule maintenance window if needed.
TCK-ZLHGZE7U,ORG-EMBER,change_request,Review public exposure and confirm intended access,P2,blocked,Platform,2025-12-18T02:58:25Z,2026-03-18T02:58:25Z,90,FND-DTROR76P,,Potential business exception; document rationale if accepting risk.
TCK-O64V3253,ORG-EMBER,investigation,Enforce MFA for privileged access,P4,closed,Payments,2025-10-06T15:49:30Z,2025-10-20T15:49:30Z,14,,ALT-YSNIJPHT,Potential business exception; document rationale if accepting risk.
TCK-5N664VR9,ORG-ACME,remediation,Restrict overly broad cloud permissions,P3,ready_for_retest,Data,2025-09-05T18:26:18Z,2025-09-12T18:26:18Z,7,,,Proceed via change management; schedule maintenance window if needed.
TCK-IOCZY9V4,ORG-ACME,remediation,Review public exposure and confirm intended access,P1,ready_for_retest,Customer Apps,2025-12-28T18:34:34Z,2026-01-27T18:34:34Z,30,,,Potential business exception; document rationale if accepting risk.
TCK-HJAFZANP,ORG-ORION,exception,Investigate suspicious authentication activity,P4,open,Infra,2025-08-10T11:10:03Z,2025-08-24T11:10:03Z,14,FND-4SWIZOZV,,Coordinate with service owner; capture before/after evidence.
TCK-4ASHVVON,ORG-EMBER,change_request,Review public exposure and confirm intended access,P4,blocked,Platform,2025-11-26T20:20:55Z,2025-12-26T20:20:55Z,30,FND-NRN9X5ES,,Confirm impact on downstream systems before rollout.
TCK-TXZ5ZFFM,ORG-ACME,exception,Enable audit logging for critical event sources,P3,in_progress,IT Ops,2025-10-10T18:38:22Z,2026-01-08T18:38:22Z,90,,,Potential business exception; document rationale if accepting risk.
TCK-D5N0TA8I,ORG-ACME,risk_acceptance,Harden TLS policy for internet-facing services,P4,in_progress,Customer Apps,2025-12-26T03:24:07Z,2026-01-02T03:24:07Z,7,FND-1Z460BDI,,Confirm impact on downstream systems before rollout.
TCK-Y515FR3V,ORG-ORION,exception,Review public exposure and confirm intended access,P4,closed,Data,2025-10-30T22:21:05Z,2025-11-06T22:21:05Z,7,FND-AD05WF5Z,,Coordinate with service owner; capture before/after evidence.
TCK-6TAPKQI9,ORG-ACME,remediation,Review public exposure and confirm intended access,P4,closed,Platform,2025-09-21T12:08:59Z,2025-10-05T12:08:59Z,14,FND-VXIXE8T7,,Proceed via change management; schedule maintenance window if needed.
TCK-B48C9FQB,ORG-ACME,exception,Harden TLS policy for internet-facing services,P1,blocked,Data,2025-09-13T11:18:49Z,2025-09-27T11:18:49Z,14,,,Confirm impact on downstream systems before rollout.
TCK-H6GALIH8,ORG-EMBER,risk_acceptance,Review public exposure and confirm intended access,P1,open,Platform,2025-11-27T06:02:05Z,2025-12-11T06:02:05Z,14,FND-U10ZN1QE,,Coordinate with service owner; capture before/after evidence.
TCK-WV8H6XJ9,ORG-ORION,investigation,Review public exposure and confirm intended access,P1,open,IT Ops,2025-10-03T15:46:12Z,2025-12-02T15:46:12Z,60,,ALT-LB3YD7QQ,Confirm impact on downstream systems before rollout.
TCK-OI66X32T,ORG-ACME,remediation,Review public exposure and confirm intended access,P1,blocked,IT Ops,2025-12-31T10:44:26Z,2026-03-31T10:44:26Z,90,FND-MEJ748RR,,Proceed via change management; schedule maintenance window if needed.
TCK-PFUE153J,ORG-EMBER,investigation,Investigate suspicious authentication activity,P3,ready_for_retest,Customer Apps,2025-11-26T06:56:54Z,2025-12-26T06:56:54Z,30,FND-OGKUKFL7,ALT-YSNIJPHT,Potential business exception; document rationale if accepting risk.
TCK-49SF33DY,ORG-ORION,risk_acceptance,Review public exposure and confirm intended access,P1,in_progress,IT Ops,2025-10-08T05:42:28Z,2026-01-06T05:42:28Z,90,,,Coordinate with service owner; capture before/after evidence.
TCK-190R1N8N,ORG-ACME,change_request,Enable audit logging for critical event sources,P3,ready_for_retest,Customer Apps,2025-08-27T04:58:18Z,2025-09-26T04:58:18Z,30,FND-5YKQ5FWI,,Potential business exception; document rationale if accepting risk.
TCK-VER4GJRP,ORG-ORION,exception,Restrict overly broad cloud permissions,P3,closed,Platform,2025-12-25T10:31:01Z,2026-03-25T10:31:01Z,90,FND-WZ8H1KJ3,,Potential business exception; document rationale if accepting risk.
TCK-KSSNY3AO,ORG-ORION,change_request,Review public exposure and confirm intended access,P2,open,Security,2025-11-15T09:56:40Z,2026-02-13T09:56:40Z,90,FND-DGS3W3CA,,Coordinate with service owner; capture before/after evidence.
TCK-VEBXWJWN,ORG-ORION,exception,Enforce MFA for privileged access,P4,open,Infra,2025-12-15T11:38:10Z,2025-12-22T11:38:10Z,7,FND-6XW68EAH,,Confirm impact on downstream systems before rollout.
TCK-B9194UBN,ORG-ACME,remediation,Enforce MFA for privileged access,P4,open,Data,2025-10-24T06:31:57Z,2025-10-31T06:31:57Z,7,,,Confirm impact on downstream systems before rollout.
TCK-IE5YSPSM,ORG-ORION,change_request,Restrict overly broad cloud permissions,P4,in_progress,Customer Apps,2025-10-21T01:34:55Z,2025-11-20T01:34:55Z,30,FND-J1LDR51B,,Proceed via change management; schedule maintenance window if needed.
TCK-N4CCMKS7,ORG-ORION,exception,Enable audit logging for critical event sources,P1,ready_for_retest,Customer Apps,2025-08-12T14:11:53Z,2025-10-11T14:11:53Z,60,,,Confirm impact on downstream systems before rollout.
TCK-MQ9GBUCV,ORG-EMBER,change_request,Enable audit logging for critical event sources,P3,ready_for_retest,Infra,2025-08-10T23:38:55Z,2025-08-24T23:38:55Z,14,,,Proceed via change management; schedule maintenance window if needed.
TCK-7AYL69WL,ORG-EMBER,change_request,Enable audit logging for critical event sources,P2,ready_for_retest,Platform,2025-12-02T23:08:46Z,2026-01-31T23:08:46Z,60,FND-ZF9U6LOR,,Coordinate with service owner; capture before/after evidence.
TCK-JL0OTCRA,ORG-EMBER,change_request,Review public exposure and confirm intended access,P1,open,Customer Apps,2025-09-23T12:06:49Z,2025-12-22T12:06:49Z,90,FND-O1B7N2Q3,,Potential business exception; document rationale if accepting risk.
TCK-9I35W6W5,ORG-ORION,exception,Harden TLS policy for internet-facing services,P4,ready_for_retest,Data,2025-09-14T23:14:28Z,2025-11-13T23:14:28Z,60,,,Coordinate with service owner; capture before/after evidence.
TCK-661EFS6X,ORG-ACME,investigation,Enable audit logging for critical event sources,P1,in_progress,Platform,2025-08-22T02:54:40Z,2025-11-20T02:54:40Z,90,FND-RE9XXFSD,ALT-0V8D5AA7,Proceed via change management; schedule maintenance window if needed.
TCK-OCXLHC60,ORG-ACME,risk_acceptance,Enable audit logging for critical event sources,P4,in_progress,Data,2025-08-24T17:34:17Z,2025-11-22T17:34:17Z,90,,,Coordinate with service owner; capture before/after evidence.
TCK-498L2GGJ,ORG-ORION,risk_acceptance,Enable audit logging for critical event sources,P2,blocked,Payments,2025-11-11T13:43:45Z,2026-02-09T13:43:45Z,90,FND-85LZ3F2A,,Proceed via change management; schedule maintenance window if needed.
TCK-68FDYEFM,ORG-ACME,investigation,Enforce MFA for privileged access,P4,closed,Data,2025-09-25T00:19:38Z,2025-12-24T00:19:38Z,90,,ALT-4GZ2JHRL,Potential business exception; document rationale if accepting risk.
TCK-EUIW5F4J,ORG-ACME,change_request,Harden TLS policy for internet-facing services,P3,open,Security,2025-11-06T10:45:25Z,2025-11-20T10:45:25Z,14,FND-6IOA5AIC,,Proceed via change management; schedule maintenance window if needed.
TCK-69DWSDZT,ORG-ACME,investigation,Enable audit logging for critical event sources,P2,in_progress,Customer Apps,2025-11-01T14:16:02Z,2025-11-08T14:16:02Z,7,FND-VRIWDOQE,ALT-PS7O4CZE,Proceed via change management; schedule maintenance window if needed.
TCK-89RHKNML,ORG-ORION,risk_acceptance,Enable audit logging for critical event sources,P2,ready_for_retest,Platform,2025-11-15T10:14:58Z,2025-12-15T10:14:58Z,30,FND-SOF6BKTX,,Potential business exception; document rationale if accepting risk.
TCK-U8P5JN9P,ORG-ACME,risk_acceptance,Review public exposure and confirm intended access,P3,closed,IT Ops,2025-12-18T20:31:08Z,2026-03-18T20:31:08Z,90,FND-2ZADFV1M,,Coordinate with service owner; capture before/after evidence.
TCK-YF6SISMC,ORG-ORION,risk_acceptance,Investigate suspicious authentication activity,P1,closed,Payments,2025-09-28T17:45:08Z,2025-10-12T17:45:08Z,14,,,Coordinate with service owner; capture before/after evidence.
TCK-5JT66FAP,ORG-ACME,exception,Investigate suspicious authentication activity,P3,in_progress,Platform,2025-11-07T10:37:54Z,2026-02-05T10:37:54Z,90,,,Potential business exception; document rationale if accepting risk.
TCK-M3BC2UI7,ORG-EMBER,exception,Harden TLS policy for internet-facing services,P3,in_progress,Data,2025-08-26T15:23:55Z,2025-11-24T15:23:55Z,90,FND-2VQBSDXE,,Potential business exception; document rationale if accepting risk.
TCK-4FPZPAVD,ORG-ACME,risk_acceptance,Harden TLS policy for internet-facing services,P2,in_progress,Data,2025-12-13T13:53:01Z,2026-03-13T13:53:01Z,90,FND-RE9XXFSD,,Potential business exception; document rationale if accepting risk.
TCK-9U5BGRRJ,ORG-EMBER,investigation,Enable audit logging for critical event sources,P4,open,Customer Apps,2025-09-20T06:35:52Z,2025-11-19T06:35:52Z,60,,,Proceed via change management; schedule maintenance window if needed.
TCK-8OG2YZ6C,ORG-EMBER,risk_acceptance,Review public exposure and confirm intended access,P1,in_progress,Customer Apps,2025-10-15T14:23:50Z,2025-11-14T14:23:50Z,30,FND-BYZRBYPV,,Coordinate with service owner; capture before/after evidence.
TCK-QQM07UQ2,ORG-EMBER,remediation,Review public exposure and confirm intended access,P4,closed,Customer Apps,2025-09-12T09:39:41Z,2025-11-11T09:39:41Z,60,,,Proceed via change management; schedule maintenance window if needed.
TCK-UZ7873FZ,ORG-ACME,change_request,Investigate suspicious authentication activity,P4,in_progress,IT Ops,2025-11-29T17:22:22Z,2025-12-13T17:22:22Z,14,,,Potential business exception; document rationale if accepting risk.
TCK-XLF4266Q,ORG-ORION,change_request,Enforce MFA for privileged access,P3,ready_for_retest,Data,2025-09-08T17:22:09Z,2025-12-07T17:22:09Z,90,FND-V5CK4V8X,,Potential business exception; document rationale if accepting risk.
TCK-G54LQOUI,ORG-ORION,change_request,Harden TLS policy for internet-facing services,P4,closed,Security,2025-09-16T06:54:59Z,2025-09-23T06:54:59Z,7,FND-GXK2GXTP,,Potential business exception; document rationale if accepting risk.
TCK-82051NF8,ORG-ACME,investigation,Harden TLS policy for internet-facing services,P3,in_progress,Customer Apps,2025-11-08T13:07:30Z,2025-11-22T13:07:30Z,14,FND-5NU3YF87,,Confirm impact on downstream systems before rollout.
TCK-YOVQVF6A,ORG-ORION,change_request,Enable audit logging for critical event sources,P3,open,Platform,2025-11-27T21:47:45Z,2025-12-27T21:47:45Z,30,FND-K9UZIG3J,,Proceed via change management; schedule maintenance window if needed.
TCK-9CIUIKBG,ORG-EMBER,exception,Harden TLS policy for internet-facing services,P3,open,Infra,2025-08-19T07:37:06Z,2025-09-18T07:37:06Z,30,FND-8AJWS6UB,,Coordinate with service owner; capture before/after evidence.
TCK-Z0552NPN,ORG-ACME,change_request,Enforce MFA for privileged access,P3,closed,IT Ops,2025-10-17T16:00:12Z,2025-10-31T16:00:12Z,14,FND-C5T7RCZG,,Coordinate with service owner; capture before/after evidence.
TCK-BQF00H2F,ORG-ORION,remediation,Restrict overly broad cloud permissions,P2,ready_for_retest,Platform,2025-10-16T16:36:20Z,2025-12-15T16:36:20Z,60,FND-OO9FDR1Y,,Proceed via change management; schedule maintenance window if needed.
TCK-0SMVMMYC,ORG-ORION,remediation,Harden TLS policy for internet-facing services,P2,in_progress,Security,2025-11-09T01:24:51Z,2026-01-08T01:24:51Z,60,FND-7HRWP7GW,,Confirm impact on downstream systems before rollout.
TCK-9YSCNFAW,ORG-ORION,investigation,Restrict overly broad cloud permissions,P2,ready_for_retest,Infra,2025-08-10T19:18:33Z,2025-09-09T19:18:33Z,30,FND-7P8N0UU9,ALT-QM9CYKTN,Proceed via change management; schedule maintenance window if needed.
TCK-37EFORCH,ORG-ACME,remediation,Restrict overly broad cloud permissions,P2,open,Security,2025-08-24T19:54:32Z,2025-11-22T19:54:32Z,90,FND-OSWYLWTI,,Proceed via change management; schedule maintenance window if needed.
TCK-0O5TYB7J,ORG-EMBER,exception,Enable audit logging for critical event sources,P4,closed,IT Ops,2025-11-08T07:30:56Z,2025-11-15T07:30:56Z,7,,,Confirm impact on downstream systems before rollout.
TCK-ARNIOXJ1,ORG-EMBER,exception,Harden TLS policy for internet-facing services,P4,blocked,Customer Apps,2025-09-01T14:45:39Z,2025-09-15T14:45:39Z,14,FND-X365BN33,,Proceed via change management; schedule maintenance window if needed.
TCK-PYR1KTXP,ORG-ACME,remediation,Enable audit logging for critical event sources,P2,closed,Infra,2025-08-22T19:11:24Z,2025-09-21T19:11:24Z,30,FND-RFQW0A8J,,Confirm impact on downstream systems before rollout.
TCK-7PU5POBQ,ORG-EMBER,remediation,Enable audit logging for critical event sources,P4,closed,Data,2025-11-24T21:02:50Z,2025-12-24T21:02:50Z,30,FND-QEKZ0HXX,,Confirm impact on downstream systems before rollout.
TCK-PDUTVYL6,ORG-ORION,risk_acceptance,Harden TLS policy for internet-facing services,P4,open,Customer Apps,2025-10-08T05:56:05Z,2025-10-22T05:56:05Z,14,,,Potential business exception; document rationale if accepting risk.
TCK-G4X63CQ2,ORG-EMBER,risk_acceptance,Restrict overly broad cloud permissions,P3,open,Infra,2025-10-04T02:26:49Z,2025-10-18T02:26:49Z,14,FND-ABCTTQVM,,Confirm impact on downstream systems before rollout.
TCK-UJVAOWTH,ORG-EMBER,remediation,Investigate suspicious authentication activity,P4,closed,Customer Apps,2025-12-19T18:39:28Z,2026-01-18T18:39:28Z,30,,,Proceed via change management; schedule maintenance window if needed.
TCK-BB5ATAJT,ORG-EMBER,exception,Enable audit logging for critical event sources,P4,blocked,Payments,2025-10-17T23:00:26Z,2025-12-16T23:00:26Z,60,,,Potential business exception; document rationale if accepting risk.
TCK-C7OXI748,ORG-EMBER,remediation,Harden TLS policy for internet-facing services,P2,open,IT Ops,2025-08-08T22:36:25Z,2025-10-07T22:36:25Z,60,FND-485T6249,,Confirm impact on downstream systems before rollout.
TCK-SIXMD3T0,ORG-ORION,exception,Restrict overly broad cloud permissions,P1,closed,Payments,2025-12-28T07:32:43Z,2026-01-04T07:32:43Z,7,,,Potential business exception; document rationale if accepting risk.
TCK-YYB3BJX7,ORG-ORION,exception,Enable audit logging for critical event sources,P3,ready_for_retest,Security,2025-10-11T14:14:59Z,2025-10-18T14:14:59Z,7,,,Confirm impact on downstream systems before rollout.
TCK-DOIAZK3V,ORG-ACME,remediation,Enable audit logging for critical event sources,P1,open,Infra,2025-09-04T19:38:49Z,2025-09-11T19:38:49Z,7,FND-RIC5N46E,,Potential business exception; document rationale if accepting risk.
TCK-IRVYVYHQ,ORG-ACME,change_request,Enforce MFA for privileged access,P1,in_progress,Customer Apps,2025-12-24T03:05:29Z,2026-01-07T03:05:29Z,14,FND-MEJ748RR,,Confirm impact on downstream systems before rollout.
TCK-29VRD1BK,ORG-ORION,risk_acceptance,Restrict overly broad cloud permissions,P4,closed,Data,2025-09-02T18:04:21Z,2025-12-01T18:04:21Z,90,FND-U1ERGXYH,,Coordinate with service owner; capture before/after evidence.
TCK-ZXE5SEBT,ORG-ACME,risk_acceptance,Restrict overly broad cloud permissions,P2,blocked,Platform,2025-11-26T20:35:20Z,2025-12-26T20:35:20Z,30,FND-C0QEUJJ5,,Proceed via change management; schedule maintenance window if needed.
TCK-J2W3E1H7,ORG-ORION,remediation,Investigate suspicious authentication activity,P1,blocked,Data,2025-09-17T19:52:12Z,2025-12-16T19:52:12Z,90,,,Proceed via change management; schedule maintenance window if needed.
TCK-QAKMUG04,ORG-EMBER,exception,Investigate suspicious authentication activity,P4,open,Payments,2025-12-07T14:27:35Z,2026-02-05T14:27:35Z,60,FND-C5PGDSMS,,Coordinate with service owner; capture before/after evidence.
TCK-MR4UP6WV,ORG-EMBER,investigation,Harden TLS policy for internet-facing services,P1,ready_for_retest,Infra,2025-08-21T12:47:50Z,2025-08-28T12:47:50Z,7,FND-HOQLCNXR,ALT-LB3YD7QQ,Potential business exception; document rationale if accepting risk.
TCK-POUI40LI,ORG-EMBER,exception,Enable audit logging for critical event sources,P3,ready_for_retest,IT Ops,2025-08-10T18:09:10Z,2025-11-08T18:09:10Z,90,FND-QHESSNZT,,Coordinate with service owner; capture before/after evidence.
TCK-BWU0W657,ORG-EMBER,investigation,Harden TLS policy for internet-facing services,P3,in_progress,Payments,2025-10-01T01:21:05Z,2025-12-30T01:21:05Z,90,,ALT-JXC878YQ,Proceed via change management; schedule maintenance window if needed.
TCK-PDRIVB0X,ORG-ACME,change_request,Enforce MFA for privileged access,P3,in_progress,Platform,2025-08-31T08:50:46Z,2025-09-14T08:50:46Z,14,FND-LR0W7YAC,,Coordinate with service owner; capture before/after evidence.
TCK-F4QJ42PN,ORG-ORION,exception,Investigate suspicious authentication activity,P3,ready_for_retest,IT Ops,2025-10-16T11:02:09Z,2025-11-15T11:02:09Z,30,,,Coordinate with service owner; capture before/after evidence.
TCK-84ND89NE,ORG-ACME,investigation,Investigate suspicious authentication activity,P2,closed,Infra,2025-10-09T13:07:58Z,2025-10-23T13:07:58Z,14,,ALT-SZL9HX49,Confirm impact on downstream systems before rollout.
TCK-FRCET0TB,ORG-ORION,change_request,Investigate suspicious authentication activity,P3,open,Security,2025-12-04T03:20:25Z,2025-12-11T03:20:25Z,7,,,Potential business exception; document rationale if accepting risk.
TCK-KJ436PY3,ORG-ACME,risk_acceptance,Restrict overly broad cloud permissions,P2,ready_for_retest,Customer Apps,2025-09-04T04:55:13Z,2025-10-04T04:55:13Z,30,,,Potential business exception; document rationale if accepting risk.
TCK-VXX4LMQM,ORG-ACME,remediation,Restrict overly broad cloud permissions,P4,blocked,Security,2025-08-23T12:58:13Z,2025-09-22T12:58:13Z,30,FND-QBC31HLC,,Confirm impact on downstream systems before rollout.
TCK-ZPF2PWCK,ORG-ORION,risk_acceptance,Review public exposure and confirm intended access,P1,closed,Infra,2025-09-02T20:36:57Z,2025-09-09T20:36:57Z,7,FND-R6UWV2NA,,Proceed via change management; schedule maintenance window if needed.
TCK-KEV7ZVZ1,ORG-ACME,change_request,Review public exposure and confirm intended access,P3,ready_for_retest,IT Ops,2025-09-21T11:20:43Z,2025-09-28T11:20:43Z,7,,,Confirm impact on downstream systems before rollout.
TCK-258Z1YMZ,ORG-EMBER,risk_acceptance,Restrict overly broad cloud permissions,P4,in_progress,Data,2025-12-25T00:13:55Z,2026-03-25T00:13:55Z,90,FND-XLRNW5UL,,Proceed via change management; schedule maintenance window if needed.
TCK-E1ZMU90A,ORG-ORION,exception,Enable audit logging for critical event sources,P4,blocked,Security,2025-12-16T16:15:21Z,2026-03-16T16:15:21Z,90,,,Potential business exception; document rationale if accepting risk.
TCK-4DWJ0PKO,ORG-ACME,exception,Review public exposure and confirm intended access,P2,blocked,Platform,2025-10-08T13:39:55Z,2025-11-07T13:39:55Z,30,FND-C5PGDSMS,,Proceed via change management; schedule maintenance window if needed.
TCK-ORTDHKD4,ORG-ORION,risk_acceptance,Enforce MFA for privileged access,P3,open,Payments,2025-08-23T18:52:32Z,2025-09-06T18:52:32Z,14,FND-I0Z745J2,,Coordinate with service owner; capture before/after evidence.
TCK-ZQE7URBI,ORG-ACME,change_request,Investigate suspicious authentication activity,P2,blocked,Infra,2025-10-21T13:46:36Z,2026-01-19T13:46:36Z,90,,,Proceed via change management; schedule maintenance window if needed.
TCK-HJSCKZMA,ORG-EMBER,change_request,Investigate suspicious authentication activity,P1,open,Customer Apps,2025-09-04T06:34:10Z,2025-10-04T06:34:10Z,30,FND-N90BRSX3,,Confirm impact on downstream systems before rollout.
TCK-NUTMN1OR,ORG-ACME,risk_acceptance,Harden TLS policy for internet-facing services,P3,closed,Customer Apps,2025-08-31T16:15:34Z,2025-09-07T16:15:34Z,7,FND-0NKB2POB,,Coordinate with service owner; capture before/after evidence.
TCK-LUR2QR9O,ORG-EMBER,change_request,Harden TLS policy for internet-facing services,P3,in_progress,IT Ops,2025-10-02T08:57:57Z,2025-10-09T08:57:57Z,7,FND-U0I0XI6H,,Confirm impact on downstream systems before rollout.
TCK-WE0D2Y5O,ORG-ORION,change_request,Restrict overly broad cloud permissions,P1,closed,Data,2025-10-30T00:43:45Z,2025-11-06T00:43:45Z,7,,,Coordinate with service owner; capture before/after evidence.
TCK-9H2AMEQH,ORG-ACME,change_request,Review public exposure and confirm intended access,P3,closed,Platform,2025-12-06T07:00:18Z,2026-01-05T07:00:18Z,30,FND-FKXYHFGL,,Proceed via change management; schedule maintenance window if needed.
TCK-ARRZUVO1,ORG-ACME,exception,Enable audit logging for critical event sources,P2,closed,Infra,2025-12-28T15:09:35Z,2026-01-27T15:09:35Z,30,FND-XLRNW5UL,,Coordinate with service owner; capture before/after evidence.
TCK-B7GXSMO1,ORG-ACME,remediation,Restrict overly broad cloud permissions,P2,blocked,Data,2025-12-01T07:31:00Z,2026-03-01T07:31:00Z,90,FND-L448HP6A,,Potential business exception; document rationale if accepting risk.
TCK-2IMSI3ON,ORG-EMBER,remediation,Restrict overly broad cloud permissions,P2,open,Security,2025-11-21T11:09:24Z,2025-12-05T11:09:24Z,14,,,Potential business exception; document rationale if accepting risk.
TCK-UOR32SVK,ORG-EMBER,risk_acceptance,Restrict overly broad cloud permissions,P2,in_progress,Data,2025-10-12T17:25:04Z,2025-10-26T17:25:04Z,14,FND-JOZZ57JI,,Coordinate with service owner; capture before/after evidence.
TCK-OIF5HDJ0,ORG-ACME,change_request,Investigate suspicious authentication activity,P2,in_progress,Platform,2025-11-28T11:10:38Z,2026-01-27T11:10:38Z,60,FND-9WDLERSL,,Coordinate with service owner; capture before/after evidence.
TCK-KSNG8OON,ORG-ACME,exception,Enable audit logging for critical event sources,P2,ready_for_retest,Infra,2025-08-07T20:48:03Z,2025-11-05T20:48:03Z,90,,,Potential business exception; document rationale if accepting risk.
TCK-HYXJIRJ4,ORG-EMBER,remediation,Enable audit logging for critical event sources,P1,closed,Payments,2025-11-07T20:09:33Z,2025-11-21T20:09:33Z,14,FND-4SWIZOZV,,Potential business exception; document rationale if accepting risk.
TCK-YLHUNMS4,ORG-ACME,change_request,Review public exposure and confirm intended access,P4,in_progress,Payments,2025-10-03T20:36:44Z,2025-10-10T20:36:44Z,7,,,Confirm impact on downstream systems before rollout.
TCK-OC02BLWR,ORG-EMBER,remediation,Enforce MFA for privileged access,P4,open,Infra,2025-11-13T02:49:00Z,2026-02-11T02:49:00Z,90,,,Coordinate with service owner; capture before/after evidence.
TCK-J2VPK4R9,ORG-ACME,remediation,Enable audit logging for critical event sources,P1,closed,Infra,2025-09-02T05:52:34Z,2025-09-09T05:52:34Z,7,FND-LUY6RVHY,,Proceed via change management; schedule maintenance window if needed.
TCK-VS6KJLIY,ORG-ORION,exception,Harden TLS policy for internet-facing services,P4,blocked,Security,2025-10-28T02:14:46Z,2025-11-11T02:14:46Z,14,,,Potential business exception; document rationale if accepting risk.
TCK-82GCTYDG,ORG-EMBER,remediation,Review public exposure and confirm intended access,P3,in_progress,Data,2025-12-07T21:15:57Z,2026-01-06T21:15:57Z,30,,,Potential business exception; document rationale if accepting risk.
TCK-SZV3B52P,ORG-ACME,exception,Restrict overly broad cloud permissions,P1,in_progress,Customer Apps,2025-11-17T05:44:16Z,2026-02-15T05:44:16Z,90,,,Confirm impact on downstream systems before rollout.
